"","date","station","mean_airtemp","daily_precip","mean_windspeed"
"8000",2010-04-26,"Toolik Field Station",-8.7,0,1.9
"8001",2010-04-27,"Toolik Field Station",-10.9,0,1.8
"8002",2010-04-28,"Toolik Field Station",-9.8,0,1.6
"8003",2010-04-29,"Toolik Field Station",-3.6,0,1
"8004",2010-04-30,"Toolik Field Station",2.1,0,1.6
"8005",2010-05-01,"Toolik Field Station",-6.4,0,2.3
"8006",2010-05-02,"Toolik Field Station",-7.6,0,0.9
"8007",2010-05-03,"Toolik Field Station",-6.6,0,1.5
"8008",2010-05-04,"Toolik Field Station",-5.2,2.8,2
"8009",2010-05-05,"Toolik Field Station",-6.7,1,2.9
"8010",2010-05-06,"Toolik Field Station",-9.6,0,1.8
"8011",2010-05-07,"Toolik Field Station",-6.8,0,1.4
"8012",2010-05-08,"Toolik Field Station",-3.4,0,1.9
"8013",2010-05-09,"Toolik Field Station",-5.7,0,2
"8014",2010-05-10,"Toolik Field Station",-14.1,0.4,2
"8015",2010-05-11,"Toolik Field Station",-16,0.5,3.1
"8016",2010-05-12,"Toolik Field Station",-13.5,0,2.1
"8017",2010-05-13,"Toolik Field Station",-8.4,0.1,1.7
"8018",2010-05-14,"Toolik Field Station",-5,0,1.2
"8019",2010-05-15,"Toolik Field Station",1.7,0,1.9
"8020",2010-05-16,"Toolik Field Station",-1,0,2.2
"8021",2010-05-17,"Toolik Field Station",-3.3,0,1.5
"8022",2010-05-18,"Toolik Field Station",0,1.6,2.2
"8023",2010-05-19,"Toolik Field Station",-4.9,0,2.3
"8024",2010-05-20,"Toolik Field Station",-3.7,0,2.1
"8025",2010-05-21,"Toolik Field Station",-4.2,0,2.2
"8026",2010-05-22,"Toolik Field Station",-2.4,0,1.9
"8027",2010-05-23,"Toolik Field Station",6.8,0,1.8
"8028",2010-05-24,"Toolik Field Station",7.6,0,2.4
"8029",2010-05-25,"Toolik Field Station",3.6,0.1,2.2
"8030",2010-05-26,"Toolik Field Station",6.7,0,2.5
"8031",2010-05-27,"Toolik Field Station",10.1,0,3.3
"8032",2010-05-28,"Toolik Field Station",12.7,0.2,3.2
"8033",2010-05-29,"Toolik Field Station",6.4,0,3.4
"8034",2010-05-30,"Toolik Field Station",6.8,0.2,2.6
"8035",2010-05-31,"Toolik Field Station",10.7,0.8,2.7
"8036",2010-06-01,"Toolik Field Station",4.6,0.8,3
"8037",2010-06-02,"Toolik Field Station",0.2,10.1,1.7
"8038",2010-06-03,"Toolik Field Station",1.5,0,3
"8039",2010-06-04,"Toolik Field Station",4,0.1,2.5
"8040",2010-06-05,"Toolik Field Station",6.6,0,2.6
"8041",2010-06-06,"Toolik Field Station",9.6,0,2.7
"8042",2010-06-07,"Toolik Field Station",14.1,0,4.2
"8043",2010-06-08,"Toolik Field Station",12.4,0,2.9
"8044",2010-06-09,"Toolik Field Station",12.2,1,2.8
"8045",2010-06-10,"Toolik Field Station",10.7,0.4,5.1
"8046",2010-06-11,"Toolik Field Station",16.1,0,3.2
"8047",2010-06-12,"Toolik Field Station",11.4,0,3.1
"8048",2010-06-13,"Toolik Field Station",10.4,0,3.8
"8049",2010-06-14,"Toolik Field Station",9.4,0,2.9
"8050",2010-06-15,"Toolik Field Station",11.1,0,3.2
"8051",2010-06-16,"Toolik Field Station",13.3,0.8,3.3
"8052",2010-06-17,"Toolik Field Station",6.1,9.9,1.7
"8053",2010-06-18,"Toolik Field Station",11.1,5.4,2
"8054",2010-06-19,"Toolik Field Station",9,1,3.8
"8055",2010-06-20,"Toolik Field Station",5,0,2.6
"8056",2010-06-21,"Toolik Field Station",10,0,2.8
"8057",2010-06-22,"Toolik Field Station",10.6,0,3.5
"8058",2010-06-23,"Toolik Field Station",8.8,0,3
"8059",2010-06-24,"Toolik Field Station",10.6,0,3.6
"8060",2010-06-25,"Toolik Field Station",9.6,0,3.4
"8061",2010-06-26,"Toolik Field Station",8.9,0,2.8
"8062",2010-06-27,"Toolik Field Station",6.6,0,3.1
"8063",2010-06-28,"Toolik Field Station",6.7,0.2,3.2
"8064",2010-06-29,"Toolik Field Station",12.5,0.4,3.2
"8065",2010-06-30,"Toolik Field Station",14.6,0,3
"8066",2010-07-01,"Toolik Field Station",12.4,0,2.7
"8067",2010-07-02,"Toolik Field Station",15.8,0,3.9
"8068",2010-07-03,"Toolik Field Station",14.6,1.5,3.3
"8069",2010-07-04,"Toolik Field Station",6.8,0.2,2.9
"8070",2010-07-05,"Toolik Field Station",11.9,0.5,2.2
"8071",2010-07-06,"Toolik Field Station",4.5,11.5,4.2
"8072",2010-07-07,"Toolik Field Station",5.3,10.2,2.3
"8073",2010-07-08,"Toolik Field Station",8.6,0.5,3.9
"8074",2010-07-09,"Toolik Field Station",15.1,0,2.1
"8075",2010-07-10,"Toolik Field Station",18.5,0,3.2
"8076",2010-07-11,"Toolik Field Station",17.1,0,3.7
"8077",2010-07-12,"Toolik Field Station",10.6,5.2,3.4
"8078",2010-07-13,"Toolik Field Station",5,5.7,3.6
"8079",2010-07-14,"Toolik Field Station",6.8,2.5,2.8
"8080",2010-07-15,"Toolik Field Station",5,0,3.1
"8081",2010-07-16,"Toolik Field Station",5.6,4.3,1.6
"8082",2010-07-17,"Toolik Field Station",9,0,4.9
"8083",2010-07-18,"Toolik Field Station",9.8,6,2.8
"8084",2010-07-19,"Toolik Field Station",10.2,1.8,2.9
"8085",2010-07-20,"Toolik Field Station",8.2,5.8,3.9
"8086",2010-07-21,"Toolik Field Station",9.5,4.6,3.4
"8087",2010-07-22,"Toolik Field Station",11.3,6.2,2.2
"8088",2010-07-23,"Toolik Field Station",11.9,0.1,4.1
"8089",2010-07-24,"Toolik Field Station",11.2,1.6,3.8
"8090",2010-07-25,"Toolik Field Station",10.3,0,2.3
"8091",2010-07-26,"Toolik Field Station",13.9,0.1,2.9
"8092",2010-07-27,"Toolik Field Station",13.4,0,2.5
"8093",2010-07-28,"Toolik Field Station",14.2,0.7,2.3
"8094",2010-07-29,"Toolik Field Station",11.1,19.1,2.4
"8095",2010-07-30,"Toolik Field Station",10.2,10.9,2.9
"8096",2010-07-31,"Toolik Field Station",11.7,3.2,1.6
"8097",2010-08-01,"Toolik Field Station",13.6,0,3.3
"8098",2010-08-02,"Toolik Field Station",14.7,0,2.6
"8099",2010-08-03,"Toolik Field Station",17.2,0,4
"8100",2010-08-04,"Toolik Field Station",16.2,0,2.1
"8101",2010-08-05,"Toolik Field Station",16,0,2.2
"8102",2010-08-06,"Toolik Field Station",12.6,2.7,2.5
"8103",2010-08-07,"Toolik Field Station",6.7,21.9,2.8
"8104",2010-08-08,"Toolik Field Station",6.9,8,2.9
"8105",2010-08-09,"Toolik Field Station",8.9,1.9,1.7
"8106",2010-08-10,"Toolik Field Station",8.3,0,3.1
"8107",2010-08-11,"Toolik Field Station",7.6,2.2,2.4
"8108",2010-08-12,"Toolik Field Station",9.9,0.2,1.6
"8109",2010-08-13,"Toolik Field Station",11.5,0.8,2.8
"8110",2010-08-14,"Toolik Field Station",8.8,0.8,2.4
"8111",2010-08-15,"Toolik Field Station",10.6,0,3.7
"8112",2010-08-16,"Toolik Field Station",17.7,0,6.7
"8113",2010-08-17,"Toolik Field Station",16.5,0,3.9
"8114",2010-08-18,"Toolik Field Station",13.8,2.9,2.4
"8115",2010-08-19,"Toolik Field Station",11.3,0,1.9
"8116",2010-08-20,"Toolik Field Station",6.6,0.1,3.5
"8117",2010-08-21,"Toolik Field Station",6.5,0,2.7
"8118",2010-08-22,"Toolik Field Station",6.3,0.1,2.3
"8119",2010-08-23,"Toolik Field Station",5.2,0,2.6
"8120",2010-08-24,"Toolik Field Station",4.8,0,2.7
"8121",2010-08-25,"Toolik Field Station",4.4,0,2.7
"8122",2010-08-26,"Toolik Field Station",7.5,0,2.8
"8123",2010-08-27,"Toolik Field Station",7.3,0,2.6
"8124",2010-08-28,"Toolik Field Station",7.7,0,2.8
"8125",2010-08-29,"Toolik Field Station",7.7,0,2.8
"8126",2010-08-30,"Toolik Field Station",6.4,0,2.4
"8127",2010-08-31,"Toolik Field Station",6.4,0,2.9
"8128",2010-09-01,"Toolik Field Station",4.3,0,2.4
"8129",2010-09-02,"Toolik Field Station",6.1,0,2.3
"8130",2010-09-03,"Toolik Field Station",7.1,0,3
"8131",2010-09-04,"Toolik Field Station",8.1,0.3,2.9
"8132",2010-09-05,"Toolik Field Station",9.7,0,4.1
"8133",2010-09-06,"Toolik Field Station",8.3,3.7,2
"8134",2010-09-07,"Toolik Field Station",10.6,0.1,2.3
"8135",2010-09-08,"Toolik Field Station",10.9,0.5,4.4
"8136",2010-09-09,"Toolik Field Station",8.8,0,2.4
"8137",2010-09-10,"Toolik Field Station",8,0,2
"8138",2010-09-11,"Toolik Field Station",6.7,0,2.2
"8139",2010-09-12,"Toolik Field Station",8.4,0,3.7
"8140",2010-09-13,"Toolik Field Station",8.1,0,2.7
"8141",2010-09-14,"Toolik Field Station",8.1,0,2.8
"8142",2010-09-15,"Toolik Field Station",8,0,2.5
"8143",2010-09-16,"Toolik Field Station",7.9,0,2.6
"8144",2010-09-17,"Toolik Field Station",5.5,2.9,1.9
"8145",2010-09-18,"Toolik Field Station",5.1,0,3.2
"8146",2010-09-19,"Toolik Field Station",5.8,0,3.1
"8147",2010-09-20,"Toolik Field Station",4.2,0,3
"8148",2010-09-21,"Toolik Field Station",-1,0,2.4
"8149",2010-09-22,"Toolik Field Station",-3.9,0,2
"8150",2010-09-23,"Toolik Field Station",-6,0,2.6
"8151",2010-09-24,"Toolik Field Station",-6.1,0,2.2
"8152",2010-09-25,"Toolik Field Station",-1.9,0.5,3.7
"8153",2010-09-26,"Toolik Field Station",-6.5,2.4,3.8
"8154",2010-09-27,"Toolik Field Station",-7.3,3.1,3.5
"8155",2010-09-28,"Toolik Field Station",-7.4,2.2,3.3
"8156",2010-09-29,"Toolik Field Station",-10,0.3,3.6
"8157",2010-09-30,"Toolik Field Station",-12.1,0,4.1
"8158",2010-10-01,"Toolik Field Station",-11.2,0,2.8
"8159",2010-10-02,"Toolik Field Station",-10,0,2
"8160",2010-10-03,"Toolik Field Station",-6.1,1.5,1.7
"8161",2010-10-04,"Toolik Field Station",-5.1,3,1.4
"8162",2010-10-05,"Toolik Field Station",-8.9,0,1.4
"8163",2010-10-06,"Toolik Field Station",-8.1,0.6,1.3
"8164",2010-10-07,"Toolik Field Station",-8.2,1.8,1
"8165",2010-10-08,"Toolik Field Station",-10.8,2.3,0.9
"8166",2010-10-09,"Toolik Field Station",-16.6,0,1.1
"8167",2010-10-10,"Toolik Field Station",-19.5,0,1.1
"8168",2010-10-11,"Toolik Field Station",-15,0.1,1.5
"8169",2010-10-12,"Toolik Field Station",-14.5,0.4,1.5
"8170",2010-10-13,"Toolik Field Station",-15.6,0,1.3
"8171",2010-10-14,"Toolik Field Station",-11.8,0,2.5
"8172",2010-10-15,"Toolik Field Station",-14.4,0,3.2
"8173",2010-10-16,"Toolik Field Station",-12.1,0,4.3
"8174",2010-10-17,"Toolik Field Station",-19.3,0,3
"8175",2010-10-18,"Toolik Field Station",-21.6,0,2.4
"8176",2010-10-19,"Toolik Field Station",-19.9,0,1.8
"8177",2010-10-20,"Toolik Field Station",-15.2,1.4,1.9
"8178",2010-10-21,"Toolik Field Station",-8.2,0,2.8
"8179",2010-10-22,"Toolik Field Station",-3.8,0,4.6
"8180",2010-10-23,"Toolik Field Station",-7.4,0,3.3
"8181",2010-10-24,"Toolik Field Station",-14.2,0,2
"8182",2010-10-25,"Toolik Field Station",-13.4,2.7,1.4
"8183",2010-10-26,"Toolik Field Station",-12.8,0,1
"8184",2010-10-27,"Toolik Field Station",-13.6,0,1.4
"8185",2010-10-28,"Toolik Field Station",-12.2,0.1,4.2
"8186",2010-10-29,"Toolik Field Station",-4.4,0,6.1
"8187",2010-10-30,"Toolik Field Station",-12.4,0,2.4
"8188",2010-10-31,"Toolik Field Station",-13.4,2.3,0.8
"8189",2010-11-01,"Toolik Field Station",-18.1,0.9,2
"8190",2010-11-02,"Toolik Field Station",-17.4,0,0.7
"8191",2010-11-03,"Toolik Field Station",-16,0.4,0.3
"8192",2010-11-04,"Toolik Field Station",-12.1,0.1,2
"8193",2010-11-05,"Toolik Field Station",-17.3,0,1.8
"8194",2010-11-06,"Toolik Field Station",-12.2,0.3,2.3
"8195",2010-11-07,"Toolik Field Station",-18.1,0,1.5
"8196",2010-11-08,"Toolik Field Station",-18.8,0.5,0.7
"8197",2010-11-09,"Toolik Field Station",-15.2,2.5,1.2
"8198",2010-11-10,"Toolik Field Station",-13.9,0.1,0.3
"8199",2010-11-11,"Toolik Field Station",-18.2,0.5,0.3
"8200",2010-11-12,"Toolik Field Station",-24.8,0,0.9
"8201",2010-11-13,"Toolik Field Station",-22,0,0.9
"8202",2010-11-14,"Toolik Field Station",-21.4,1.3,0.6
"8203",2010-11-15,"Toolik Field Station",-22.6,2.8,0.3
"8204",2010-11-16,"Toolik Field Station",-25.4,0.2,0.9
"8205",2010-11-17,"Toolik Field Station",-20.4,0,2.9
"8206",2010-11-18,"Toolik Field Station",-7,1.3,7.2
"8207",2010-11-19,"Toolik Field Station",-7.1,6.1,4.6
"8208",2010-11-20,"Toolik Field Station",-5.7,1.6,4.1
"8209",2010-11-21,"Toolik Field Station",-4.1,3.1,3.7
"8210",2010-11-22,"Toolik Field Station",-1.1,1.8,3.4
"8211",2010-11-23,"Toolik Field Station",0.5,0.8,6.7
"8212",2010-11-24,"Toolik Field Station",-4.1,0.9,1.1
"8213",2010-11-25,"Toolik Field Station",-10.1,6.9,1.5
"8214",2010-11-26,"Toolik Field Station",-14.5,2.9,1.3
"8215",2010-11-27,"Toolik Field Station",-16.4,4.4,2.1
"8216",2010-11-28,"Toolik Field Station",-15.8,4,1.7
"8217",2010-11-29,"Toolik Field Station",-17.6,1.6,1.7
"8218",2010-11-30,"Toolik Field Station",-23.5,0,3.3
"8219",2010-12-01,"Toolik Field Station",-23.4,0,3.9
"8220",2010-12-02,"Toolik Field Station",-21.8,0.5,4.2
"8221",2010-12-03,"Toolik Field Station",-23.4,0.3,2.4
"8222",2010-12-04,"Toolik Field Station",-18,0.2,2.6
"8223",2010-12-05,"Toolik Field Station",-24,1.7,3.7
"8224",2010-12-06,"Toolik Field Station",-31.7,0,2.4
"8225",2010-12-07,"Toolik Field Station",-23.5,0,3.1
"8226",2010-12-08,"Toolik Field Station",-21.3,0,3.5
"8227",2010-12-09,"Toolik Field Station",-22.1,0,3.8
"8228",2010-12-10,"Toolik Field Station",-18.7,2.2,3.4
"8229",2010-12-11,"Toolik Field Station",-26,0.4,3.4
"8230",2010-12-12,"Toolik Field Station",-31.2,0,3.6
"8231",2010-12-13,"Toolik Field Station",-18.5,4,5.2
"8232",2010-12-14,"Toolik Field Station",-20.3,9.8,5.8
"8233",2010-12-15,"Toolik Field Station",-28.7,1.2,2.7
"8234",2010-12-16,"Toolik Field Station",-22.8,0.6,2.9
"8235",2010-12-17,"Toolik Field Station",-24,0,3.3
"8236",2010-12-18,"Toolik Field Station",-24,0,4.8
"8237",2010-12-19,"Toolik Field Station",-18.2,0.1,4.7
"8238",2010-12-20,"Toolik Field Station",-7.7,0.4,8.4
"8239",2010-12-21,"Toolik Field Station",-14.1,1.9,2.9
"8240",2010-12-22,"Toolik Field Station",-21.3,2.8,2.7
"8241",2010-12-23,"Toolik Field Station",-27.1,0.9,3.3
"8242",2010-12-24,"Toolik Field Station",-26.5,0,4
"8243",2010-12-25,"Toolik Field Station",-34.6,0,2.4
"8244",2010-12-26,"Toolik Field Station",-39,0,2.6
"8245",2010-12-27,"Toolik Field Station",-37.3,0,1.5
"8246",2010-12-28,"Toolik Field Station",-39.2,0,1.2
"8247",2010-12-29,"Toolik Field Station",-39.8,0,2.1
"8248",2010-12-30,"Toolik Field Station",-39,0,1.9
"8249",2010-12-31,"Toolik Field Station",-37.3,0,0.9
"8250",2011-01-01,"Toolik Field Station",-29.9,5.1,2.3
"8251",2011-01-02,"Toolik Field Station",-1.1,0,1.7
"8252",2011-01-03,"Toolik Field Station",-1,0,6.9
"8253",2011-01-04,"Toolik Field Station",-8.2,0,5.7
"8254",2011-01-05,"Toolik Field Station",-10.3,0,2.6
"8255",2011-01-06,"Toolik Field Station",-10,0,3.2
"8256",2011-01-07,"Toolik Field Station",-18,0,3.4
"8257",2011-01-08,"Toolik Field Station",-9.1,0,4.5
"8258",2011-01-09,"Toolik Field Station",-1.6,5.1,4.5
"8259",2011-01-10,"Toolik Field Station",-3.2,0,3.5
"8260",2011-01-11,"Toolik Field Station",-12.7,0,2.2
"8261",2011-01-12,"Toolik Field Station",-17,0,2.8
"8262",2011-01-13,"Toolik Field Station",-21.9,0,3.6
"8263",2011-01-14,"Toolik Field Station",-21.2,0,3.1
"8264",2011-01-15,"Toolik Field Station",-18.6,0,3.4
"8265",2011-01-16,"Toolik Field Station",-22.6,0,2.2
"8266",2011-01-17,"Toolik Field Station",-22.5,0,3.3
"8267",2011-01-18,"Toolik Field Station",-25.8,0,3.3
"8268",2011-01-19,"Toolik Field Station",-30,0,5.2
"8269",2011-01-20,"Toolik Field Station",-36.2,0,2.5
"8270",2011-01-21,"Toolik Field Station",-35,0,2.8
"8271",2011-01-22,"Toolik Field Station",-40.8,0,2.5
"8272",2011-01-23,"Toolik Field Station",-38.1,0,2.2
"8273",2011-01-24,"Toolik Field Station",-34.8,0,3.6
"8274",2011-01-25,"Toolik Field Station",-22.9,0,3
"8275",2011-01-26,"Toolik Field Station",-22.5,0,2.4
"8276",2011-01-27,"Toolik Field Station",-18.5,0,1.2
"8277",2011-01-28,"Toolik Field Station",-12,0,2.2
"8278",2011-01-29,"Toolik Field Station",-4.8,0,3.4
"8279",2011-01-30,"Toolik Field Station",-6.7,0,7.3
"8280",2011-01-31,"Toolik Field Station",-6.7,0,4.9
"8281",2011-02-01,"Toolik Field Station",-8.7,0,5.9
"8282",2011-02-02,"Toolik Field Station",-12.1,0,3.5
"8283",2011-02-03,"Toolik Field Station",-19.1,0,2.1
"8284",2011-02-04,"Toolik Field Station",-16.1,0,2.9
"8285",2011-02-05,"Toolik Field Station",-9.5,0,5.3
"8286",2011-02-06,"Toolik Field Station",-21.3,0,6.5
"8287",2011-02-07,"Toolik Field Station",-12.6,0,2
"8288",2011-02-08,"Toolik Field Station",-6,2.5,5.2
"8289",2011-02-09,"Toolik Field Station",-15.4,0,5.1
"8290",2011-02-10,"Toolik Field Station",-27.4,0,3.4
"8291",2011-02-11,"Toolik Field Station",-36.1,0,2.9
"8292",2011-02-12,"Toolik Field Station",-35.6,0,2.8
"8293",2011-02-13,"Toolik Field Station",-28,0,3.7
"8294",2011-02-14,"Toolik Field Station",-23.6,2.5,4.2
"8295",2011-02-15,"Toolik Field Station",-23.7,5.1,6.2
"8296",2011-02-16,"Toolik Field Station",-16.9,2.5,5.7
"8297",2011-02-17,"Toolik Field Station",-12.8,5.1,3.6
"8298",2011-02-18,"Toolik Field Station",-13.4,0,8.3
"8299",2011-02-19,"Toolik Field Station",-20.2,0,6.9
"8300",2011-02-20,"Toolik Field Station",-16.5,0,4.6
"8301",2011-02-21,"Toolik Field Station",-18.9,0,8.2
"8302",2011-02-22,"Toolik Field Station",-23.5,0,4
"8303",2011-02-23,"Toolik Field Station",-7.3,5.1,4.9
"8304",2011-02-24,"Toolik Field Station",-2.6,5.1,12
"8305",2011-02-25,"Toolik Field Station",-13.9,0,10.6
"8306",2011-02-26,"Toolik Field Station",-25.7,0,9.7
"8307",2011-02-27,"Toolik Field Station",-24.1,20.3,5.7
"8308",2011-02-28,"Toolik Field Station",-16.6,0,5.2
"8309",2011-03-01,"Toolik Field Station",-12.5,2.5,3.6
"8310",2011-03-02,"Toolik Field Station",-18.8,0,4.4
"8311",2011-03-03,"Toolik Field Station",-17.2,0,3.1
"8312",2011-03-04,"Toolik Field Station",-19.4,0,4.7
"8313",2011-03-05,"Toolik Field Station",-16.9,2.5,3.4
"8314",2011-03-06,"Toolik Field Station",-12.1,0,3.9
"8315",2011-03-07,"Toolik Field Station",-15.4,0,3.6
"8316",2011-03-08,"Toolik Field Station",-19.7,0,2.1
"8317",2011-03-09,"Toolik Field Station",-17.5,0,3.3
"8318",2011-03-10,"Toolik Field Station",-14.9,0,4.2
"8319",2011-03-11,"Toolik Field Station",-15.1,0,4
"8320",2011-03-12,"Toolik Field Station",-23.1,0,3.3
"8321",2011-03-13,"Toolik Field Station",-22.6,0,2.8
"8322",2011-03-14,"Toolik Field Station",-18,0,3.4
"8323",2011-03-15,"Toolik Field Station",-23.1,0,4
"8324",2011-03-16,"Toolik Field Station",-26.5,0,2.8
"8325",2011-03-17,"Toolik Field Station",-22.4,0,2
"8326",2011-03-18,"Toolik Field Station",-14.8,0,4.4
"8327",2011-03-19,"Toolik Field Station",-15.3,0,3.8
"8328",2011-03-20,"Toolik Field Station",-8.9,0,3.2
"8329",2011-03-21,"Toolik Field Station",-6.8,0,3.9
"8330",2011-03-22,"Toolik Field Station",-11.3,0,5
"8331",2011-03-23,"Toolik Field Station",-8.5,0,4.4
"8332",2011-03-24,"Toolik Field Station",-7.3,0,4.9
"8333",2011-03-25,"Toolik Field Station",-11,0,4.9
"8334",2011-03-26,"Toolik Field Station",-11.7,0,3.5
"8335",2011-03-27,"Toolik Field Station",-18,0,2.4
"8336",2011-03-28,"Toolik Field Station",-16.4,0,1.2
"8337",2011-03-29,"Toolik Field Station",-14.2,0,1.6
"8338",2011-03-30,"Toolik Field Station",-17.1,0,2
"8339",2011-03-31,"Toolik Field Station",-21.7,0,2.5
"8340",2011-04-01,"Toolik Field Station",-20.2,0,3.2
"8341",2011-04-02,"Toolik Field Station",-16.7,0,3.4
"8342",2011-04-03,"Toolik Field Station",-21.1,0,3
"8343",2011-04-04,"Toolik Field Station",-22.5,0,1.8
"8344",2011-04-05,"Toolik Field Station",-22.8,0,2.1
"8345",2011-04-06,"Toolik Field Station",-24.6,0,2.1
"8346",2011-04-07,"Toolik Field Station",-14.9,2.5,1.8
"8347",2011-04-08,"Toolik Field Station",-18.3,0,4
"8348",2011-04-09,"Toolik Field Station",-26.3,0,1.3
"8349",2011-04-10,"Toolik Field Station",-26.4,0,1.3
"8350",2011-04-11,"Toolik Field Station",-17.7,0,1
"8351",2011-04-12,"Toolik Field Station",-21.6,0,1.6
"8352",2011-04-13,"Toolik Field Station",-25.2,0,1.7
"8353",2011-04-14,"Toolik Field Station",-16.5,2.5,1.5
"8354",2011-04-15,"Toolik Field Station",-9.8,0,2
"8355",2011-04-16,"Toolik Field Station",-12.5,0,2.6
"8356",2011-04-17,"Toolik Field Station",-6.2,2.5,3.7
"8357",2011-04-18,"Toolik Field Station",-6.1,0,3.7
"8358",2011-04-19,"Toolik Field Station",-14.1,0,4.8
"8359",2011-04-20,"Toolik Field Station",-17.4,0,3.9
"8360",2011-04-21,"Toolik Field Station",-17.8,0,2.5
"8361",2011-04-22,"Toolik Field Station",-18.7,0,2.5
"8362",2011-04-23,"Toolik Field Station",-16.2,0,1.8
"8363",2011-04-24,"Toolik Field Station",-16,0,1.1
"8364",2011-04-25,"Toolik Field Station",-15.2,0,1.2
"8365",2011-04-26,"Toolik Field Station",-4.1,2.5,1.4
"8366",2011-04-27,"Toolik Field Station",-2.3,0,3.3
"8367",2011-04-28,"Toolik Field Station",-6.8,0,1.8
"8368",2011-04-29,"Toolik Field Station",-8,0,1.7
"8369",2011-04-30,"Toolik Field Station",-3.7,0,1.6
"8370",2011-05-01,"Toolik Field Station",-0.8,0,1.9
"8371",2011-05-02,"Toolik Field Station",-5.9,0,1.5
"8372",2011-05-03,"Toolik Field Station",-9.8,0,2.7
"8373",2011-05-04,"Toolik Field Station",-10.1,0,1.4
"8374",2011-05-05,"Toolik Field Station",-7.5,0,1.4
"8375",2011-05-06,"Toolik Field Station",-2,0,2.6
"8376",2011-05-07,"Toolik Field Station",-12.2,0,4.4
"8377",2011-05-08,"Toolik Field Station",-10.8,0,2.7
"8378",2011-05-09,"Toolik Field Station",-12.6,0,2.7
"8379",2011-05-10,"Toolik Field Station",-12.3,0,2.1
"8380",2011-05-11,"Toolik Field Station",-10.3,2.5,1.7
"8381",2011-05-12,"Toolik Field Station",-2.4,0,1.9
"8382",2011-05-13,"Toolik Field Station",0.3,0,2.6
"8383",2011-05-14,"Toolik Field Station",2.1,0,2.9
"8384",2011-05-15,"Toolik Field Station",-1.5,0,3.3
"8385",2011-05-16,"Toolik Field Station",-4.7,0,2
"8386",2011-05-17,"Toolik Field Station",2,0,1.5
"8387",2011-05-18,"Toolik Field Station",5.3,0,1.8
"8388",2011-05-19,"Toolik Field Station",6.3,0,3.2
"8389",2011-05-20,"Toolik Field Station",8.5,0,2.5
"8390",2011-05-21,"Toolik Field Station",5.8,0,4.1
"8391",2011-05-22,"Toolik Field Station",7.2,0,3.2
"8392",2011-05-23,"Toolik Field Station",10.3,0,2.4
"8393",2011-05-24,"Toolik Field Station",9.1,0,2.8
"8394",2011-05-25,"Toolik Field Station",8.2,0,3.7
"8395",2011-05-26,"Toolik Field Station",7.7,0,2.6
"8396",2011-05-27,"Toolik Field Station",11.1,0,2.7
"8397",2011-05-28,"Toolik Field Station",11.1,0,2.7
"8398",2011-05-29,"Toolik Field Station",8.1,0,2.8
"8399",2011-05-30,"Toolik Field Station",7.6,0,3.1
"8400",2011-05-31,"Toolik Field Station",2.8,0,2.3
"8401",2011-06-01,"Toolik Field Station",0.4,2.4,3
"8402",2011-06-02,"Toolik Field Station",1.4,0,4.8
"8403",2011-06-03,"Toolik Field Station",10.4,0,4
"8404",2011-06-04,"Toolik Field Station",10.1,0,3.9
"8405",2011-06-05,"Toolik Field Station",8.6,0,3.5
"8406",2011-06-06,"Toolik Field Station",8.1,0,3.1
"8407",2011-06-07,"Toolik Field Station",7.7,0,2.5
"8408",2011-06-08,"Toolik Field Station",0.5,0,3.4
"8409",2011-06-09,"Toolik Field Station",1.5,0,3.5
"8410",2011-06-10,"Toolik Field Station",3.7,0.1,3.3
"8411",2011-06-11,"Toolik Field Station",4.2,0,3.2
"8412",2011-06-12,"Toolik Field Station",0.1,0,3.3
"8413",2011-06-13,"Toolik Field Station",0,0.1,2.8
"8414",2011-06-14,"Toolik Field Station",6.6,5.8,2.8
"8415",2011-06-15,"Toolik Field Station",8,0,2.6
"8416",2011-06-16,"Toolik Field Station",9.9,0,2.6
"8417",2011-06-17,"Toolik Field Station",9.8,0.8,2.7
"8418",2011-06-18,"Toolik Field Station",9.6,4.2,2.9
"8419",2011-06-19,"Toolik Field Station",11.8,0.1,2.2
"8420",2011-06-20,"Toolik Field Station",14.2,0,3.5
"8421",2011-06-21,"Toolik Field Station",12.3,0,4.3
"8422",2011-06-22,"Toolik Field Station",13.1,0.9,2.5
"8423",2011-06-23,"Toolik Field Station",11.8,3.9,2.9
"8424",2011-06-24,"Toolik Field Station",13.6,1.4,2.5
"8425",2011-06-25,"Toolik Field Station",15.9,1.7,2.7
"8426",2011-06-26,"Toolik Field Station",19.8,0,3.7
"8427",2011-06-27,"Toolik Field Station",16.9,0,3.9
"8428",2011-06-28,"Toolik Field Station",12,0.4,4
"8429",2011-06-29,"Toolik Field Station",1,0,3.7
"8430",2011-06-30,"Toolik Field Station",1.5,0.2,3.7
"8431",2011-07-01,"Toolik Field Station",5.8,2.1,3.2
"8432",2011-07-02,"Toolik Field Station",13.1,0.8,2.5
"8433",2011-07-03,"Toolik Field Station",12.4,0,3.5
"8434",2011-07-04,"Toolik Field Station",4.8,0,4
"8435",2011-07-05,"Toolik Field Station",11.6,5,2.6
"8436",2011-07-06,"Toolik Field Station",14,0,2.1
"8437",2011-07-07,"Toolik Field Station",15.5,0,3.5
"8438",2011-07-08,"Toolik Field Station",13,0,3
